booking_id,passenger_id,passenger_name,gender,age,nationality,flight_id,airline,flight_number,origin_airport,destination_airport,departure_time,arrival_time,flight_status,seat_class,booking_date,price
781,92,"Elizabeth Baker",Male,50,Iceland,803,Spirit,9351,DEN,DFW,"2025-07-22 18:18:16","2025-07-22 23:18:16","On Time",First,2025-07-31,1174.7
2944,92,"Elizabeth Baker",Male,50,Iceland,1158,Southwest,2367,DEN,ATL,"2025-08-05 02:20:12","2025-08-05 08:20:12","On Time",First,2025-06-29,269.7
6440,92,"Elizabeth Baker",Male,50,Iceland,609,"American Airlines",5152,SFO,MIA,"2025-07-20 14:10:24","2025-07-20 16:10:24",Cancelled,Economy,2025-06-23,1067.89
4175,93,"Christina Grant",Other,70.0,"Saint Helena",1170,Frontier,5082,BOS,ORD,"2025-07-19 11:21:28","2025-07-19 15:21:28","On Time",First,2025-07-03,973.07
4894,93,"Christina Grant",Other,70.0,"Saint Helena",1263,"American Airlines",9573,LAX,SFO,"2025-07-18 11:17:44","2025-07-18 15:17:44","On Time",Economy,2025-07-12,252.39
6289,93,"Christina Grant",Other,70.0,"Saint Helena",1457,Alaska,3243,JFK,BOS,"2025-07-24 15:40:55","2025-07-24 21:40:55",Delayed,Business,2025-08-01,1223.03
6941,93,"Christina Grant",Other,70.0,"Saint Helena",1994,Delta,1676,ATL,JFK,"2025-07-25 03:19:38","2025-07-25 06:19:38","On Time",Business,2025-08-15,1027.44
9982,93,"Christina Grant",Other,70.0,"Saint Helena",1805,"American Airlines",3894,ATL,ORD,"2025-07-31 20:01:52","2025-07-31 22:01:52",Cancelled,First,2025-06-26,1290.3
2031,94,"Todd Jones",Other,50,Mali,1812,United,7648,DFW,MIA,"2025-07-20 06:32:23","2025-07-20 10:32:23",Delayed,Economy,2025-06-21,1466.63
2364,94,"Todd Jones",Other,50,Mali,1409,"American Airlines",2080,DEN,DFW,"2025-08-15 22:27:07","2025-08-16 00:27:07",Cancelled,First,2025-07-26,1160.36
9171,94,"Todd Jones",Other,50,Mali,64,Spirit,2632,ATL,ORD,"2025-07-22 07:05:44","2025-07-22 10:05:44",Delayed,First,2025-07-06,1379.12
9605,94,"Todd Jones",Other,50,Mali,261,United,3609,DEN,MIA,"2025-07-20 03:40:50","2025-07-20 06:40:50","On Time",Economy,2025-06-26,724.69
124,95,"Christopher Ho",Female,50,"Burkina Faso",1645,Southwest,249,DEN,LAX,"2025-08-03 21:49:49","2025-08-04 00:49:49",Delayed,First,2025-06-19,1000.38
270,95,"Christopher Ho",Female,50,"Burkina Faso",1449,"American Airlines",5883,SFO,DEN,"2025-07-29 13:52:04","2025-07-29 18:52:04","On Time",Economy,2025-07-03,213.11
9908,95,"Christopher Ho",Female,50,"Burkina Faso",355,JetBlue,9283,DFW,DEN,"2025-07-19 11:53:20","2025-07-19 13:53:20",Cancelled,First,2025-08-05,394.26
8537,96,"James Paul",Female,68.0,"Sierra Leone",1566,JetBlue,7999,LAX,SFO,"2025-07-22 11:48:41","2025-07-22 13:48:41",Cancelled,First,2025-07-02,190.42
8717,96,"James Paul",Female,68.0,"Sierra Leone",99,United,8851,JFK,SEA,"2025-07-25 06:24:26","2025-07-25 08:24:26",Cancelled,Economy,2025-07-17,1171.22
9225,96,"James Paul",Female,68.0,"Sierra Leone",3,"American Airlines",3682,ATL,BOS,"2025-07-23 00:22:34","2025-07-23 06:22:34","On Time",First,2025-07-13,229.99
1225,97,"Adam Burns",Female,50,Mauritius,698,Alaska,924,MIA,ATL,"2025-08-16 07:32:59","2025-08-16 09:32:59",Cancelled,Economy,2025-06-24,475.27
5978,97,"Adam Burns",Female,50,Mauritius,2762,"American Airlines",4940,DEN,JFK,"2025-08-03 01:00:16","2025-08-03 05:00:16",Delayed,First,2025-07-13,328.06
6976,97,"Adam Burns",Female,50,Mauritius,2706,Frontier,6243,ATL,SEA,"2025-07-30 04:10:14","2025-07-30 06:10:14",Cancelled,Economy,2025-07-20,698.39
1132,98,"Amanda Carter",Male,50,"Wallis and Futuna",2696,Alaska,7710,DEN,DFW,"2025-08-05 12:22:30","2025-08-05 14:22:30",Cancelled,Economy,2025-07-06,1495.5
3151,98,"Amanda Carter",Male,50,"Wallis and Futuna",59,Delta,5564,ORD,DEN,"2025-07-30 19:29:24","2025-07-30 21:29:24",Cancelled,Business,2025-07-04,1078.15
3416,98,"Amanda Carter",Male,50,"Wallis and Futuna",2665,Frontier,3648,BOS,SFO,"2025-08-14 13:18:53","2025-08-14 15:18:53","On Time",Business,2025-07-26,649.78
1712,99,"Marc Hernandez",Male,50,"South Georgia and the South Sandwich Islands",2606,Delta,959,ATL,MIA,"2025-08-07 01:30:29","2025-08-07 03:30:29","On Time",First,2025-06-24,932.5
3074,99,"Marc Hernandez",Male,50,"South Georgia and the South Sandwich Islands",193,United,842,JFK,DEN,"2025-08-09 16:59:34","2025-08-09 21:59:34","On Time",Business,2025-07-27,818.53
4455,99,"Marc Hernandez",Male,50,"South Georgia and the South Sandwich Islands",1431,Southwest,4025,BOS,ATL,"2025-08-10 13:49:35","2025-08-10 15:49:35",Cancelled,Economy,2025-07-09,1216.51
4855,99,"Marc Hernandez",Male,50,"South Georgia and the South Sandwich Islands",1374,Southwest,2077,MIA,ATL,"2025-08-08 07:53:07","2025-08-08 12:53:07",Delayed,First,2025-08-16,1347.55
4873,99,"Marc Hernandez",Male,50,"South Georgia and the South Sandwich Islands",294,Spirit,1393,SFO,ORD,"2025-08-13 22:06:21","2025-08-14 04:06:21",Delayed,Economy,2025-07-14,1337.97
1306,100,"Michael Wright",Male,50,Colombia,2479,Alaska,6804,JFK,SEA,"2025-07-18 10:23:19","2025-07-18 15:23:19",Delayed,First,2025-07-15,827.63
5154,100,"Michael Wright",Male,50,Colombia,1568,Delta,3911,JFK,ORD,"2025-07-19 14:58:34","2025-07-19 18:58:34","On Time",Economy,2025-07-09,814.73
5620,100,"Michael Wright",Male,50,Colombia,1072,Delta,1927,BOS,ORD,"2025-08-01 00:13:27","2025-08-01 02:13:27",Cancelled,Economy,2025-08-02,633.48
7198,100,"Michael Wright",Male,50,Colombia,1223,Delta,8764,ATL,DFW,"2025-07-21 09:21:50","2025-07-21 13:21:50","On Time",Business,2025-07-04,390.18
5165,101,"Amanda Forbes",Female,50,Mali,1470,Delta,5039,BOS,SFO,"2025-08-17 07:59:16","2025-08-17 09:59:16","On Time",First,2025-07-24,229.62
6295,101,"Amanda Forbes",Female,50,Mali,2877,Delta,3543,LAX,JFK,"2025-08-05 02:54:54","2025-08-05 07:54:54","On Time",First,2025-06-20,866.14
6652,101,"Amanda Forbes",Female,50,Mali,2363,United,2691,LAX,JFK,"2025-08-07 06:24:00","2025-08-07 10:24:00","On Time",Business,2025-07-28,586.49
7608,101,"Amanda Forbes",Female,50,Mali,1487,Southwest,4016,SEA,DEN,"2025-08-12 22:35:21","2025-08-13 03:35:21","On Time",Economy,2025-07-08,637.03
8518,101,"Amanda Forbes",Female,50,Mali,2663,Southwest,1640,SEA,SFO,"2025-08-15 21:01:18","2025-08-16 01:01:18","On Time",Economy,2025-08-08,1365.54
73,102,"Kimberly Tyler",Other,50,Macedonia,2097,United,735,SFO,DFW,"2025-07-20 13:36:39","2025-07-20 19:36:39",Delayed,Economy,2025-06-29,296.46
1960,102,"Kimberly Tyler",Other,50,Macedonia,254,United,6062,DEN,DFW,"2025-07-19 18:58:53","2025-07-19 23:58:53",Delayed,First,2025-07-17,1217.97
3130,102,"Kimberly Tyler",Other,50,Macedonia,2043,JetBlue,1149,SEA,ORD,"2025-08-17 08:09:14","2025-08-17 12:09:14",Delayed,Business,2025-08-02,1414.1
6116,102,"Kimberly Tyler",Other,50,Macedonia,1081,JetBlue,8787,JFK,ORD,"2025-07-23 03:11:01","2025-07-23 05:11:01",Cancelled,First,2025-07-04,1244.96
7532,102,"Kimberly Tyler",Other,50,Macedonia,1025,Southwest,8988,DEN,BOS,"2025-08-02 19:51:01","2025-08-02 23:51:01",Delayed,Economy,2025-07-11,1473.68
845,103,"Ruben Garcia",Other,50,"South Georgia and the South Sandwich Islands",2255,Southwest,6718,SEA,MIA,"2025-07-20 08:47:31","2025-07-20 12:47:31",Delayed,First,2025-06-26,814.06
4125,103,"Ruben Garcia",Other,50,"South Georgia and the South Sandwich Islands",144,Frontier,7272,LAX,JFK,"2025-08-16 01:30:19","2025-08-16 03:30:19",Cancelled,Business,2025-08-17,1007.42
9521,103,"Ruben Garcia",Other,50,"South Georgia and the South Sandwich Islands",2041,Frontier,245,SEA,JFK,"2025-08-11 04:19:27","2025-08-11 08:19:27",Delayed,Economy,2025-08-03,918.53
288,104,"Jared Blackburn",Female,50,"American Samoa",1525,Spirit,6347,ATL,SEA,"2025-08-05 07:32:34","2025-08-05 09:32:34",Cancelled,Business,2025-07-22,792.19
1218,104,"Jared Blackburn",Female,50,"American Samoa",220,Alaska,5861,LAX,BOS,"2025-08-01 07:17:32","2025-08-01 10:17:32","On Time",Business,2025-08-04,1217.11
2223,104,"Jared Blackburn",Female,50,"American Samoa",188,Spirit,9231,DEN,LAX,"2025-08-12 10:19:25","2025-08-12 15:19:25","On Time",First,2025-08-09,388.43
6536,105,"Stephanie Dorsey",Female,50,"Sao Tome and Principe",1145,Southwest,4160,DEN,SEA,"2025-07-26 09:51:18","2025-07-26 15:51:18","On Time",Business,2025-07-20,917.84
7148,105,"Stephanie Dorsey",Female,50,"Sao Tome and Principe",2415,JetBlue,6675,DEN,ORD,"2025-08-04 17:47:52","2025-08-04 22:47:52","On Time",First,2025-06-23,1246.4
7430,105,"Stephanie Dorsey",Female,50,"Sao Tome and Principe",2313,United,5117,DEN,SFO,"2025-07-20 14:02:33","2025-07-20 18:02:33",Delayed,First,2025-07-27,954.22
9254,105,"Stephanie Dorsey",Female,50,"Sao Tome and Principe",2214,Spirit,3041,ORD,SEA,"2025-08-15 11:44:38","2025-08-15 17:44:38","On Time",Business,2025-07-24,559.42
6242,106,"Ronald Wright",Male,50,Niger,2741,Alaska,2830,MIA,LAX,"2025-07-28 13:09:40","2025-07-28 16:09:40","On Time",Economy,2025-08-11,1308.21
7010,106,"Ronald Wright",Male,50,Niger,2127,Frontier,6159,SEA,LAX,"2025-08-02 12:00:09","2025-08-02 16:00:09",Delayed,First,2025-06-29,132.29
2080,107,"Samantha Dawson",Male,42.0,Morocco,686,Delta,258,ORD,ATL,"2025-07-20 01:47:15","2025-07-20 05:47:15",Delayed,First,2025-06-26,574.23
6801,107,"Samantha Dawson",Male,42.0,Morocco,2541,JetBlue,2268,DEN,DFW,"2025-07-21 16:30:38","2025-07-21 22:30:38","On Time",Economy,2025-06-28,509.24
3049,108,"Kimberly Norton",Other,71.0,Norway,1459,Spirit,4589,LAX,BOS,"2025-07-22 05:20:02","2025-07-22 10:20:02",Delayed,Economy,2025-07-25,106.02
6986,108,"Kimberly Norton",Other,71.0,Norway,165,Spirit,6425,ORD,MIA,"2025-08-05 21:02:49","2025-08-05 23:02:49","On Time",Business,2025-07-10,258.46
8606,108,"Kimberly Norton",Other,71.0,Norway,1816,Alaska,799,BOS,JFK,"2025-08-15 19:03:16","2025-08-15 21:03:16",Cancelled,Business,2025-06-27,1302.49
1809,109,"James Hernandez",Male,50,Nauru,2376,Southwest,9556,SFO,MIA,"2025-08-16 11:56:23","2025-08-16 14:56:23",Delayed,Business,2025-06-20,1313.31
3398,109,"James Hernandez",Male,50,Nauru,416,Southwest,5504,ATL,SEA,"2025-07-23 22:49:51","2025-07-24 04:49:51","On Time",First,2025-06-30,1160.44
6892,109,"James Hernandez",Male,50,Nauru,2558,"American Airlines",1109,LAX,MIA,"2025-07-28 07:29:16","2025-07-28 09:29:16",Cancelled,First,2025-07-14,1477.56
7805,109,"James Hernandez",Male,50,Nauru,2983,Alaska,1883,MIA,DFW,"2025-07-24 14:47:22","2025-07-24 17:47:22","On Time",First,2025-06-30,1412.86
9659,109,"James Hernandez",Male,50,Nauru,1444,JetBlue,4382,SEA,DFW,"2025-07-24 05:14:46","2025-07-24 07:14:46",Cancelled,Economy,2025-06-27,1083.44
8872,110,"Bonnie Williams",Other,50,"Solomon Islands",706,JetBlue,4883,MIA,BOS,"2025-07-30 23:52:13","2025-07-31 01:52:13",Cancelled,Economy,2025-07-22,1345.59
237,111,"Lisa Hill",Other,73.0,Australia,1471,Delta,9262,JFK,DEN,"2025-08-06 21:04:52","2025-08-07 02:04:52",Delayed,Economy,2025-06-30,890.83
2331,111,"Lisa Hill",Other,73.0,Australia,971,Southwest,8598,MIA,SFO,"2025-08-12 09:53:59","2025-08-12 11:53:59",Cancelled,Business,2025-08-12,1226.62
5136,112,"James Peck",Female,52.0,Greece,24,United,8417,LAX,DEN,"2025-08-11 13:27:02","2025-08-11 15:27:02",Cancelled,Business,2025-07-02,702.83
6868,112,"James Peck",Female,52.0,Greece,306,Frontier,3379,LAX,ATL,"2025-08-06 19:43:33","2025-08-06 21:43:33",Delayed,Business,2025-07-29,1254.3
7062,112,"James Peck",Female,52.0,Greece,137,United,143,SFO,MIA,"2025-07-19 11:31:25","2025-07-19 17:31:25",Delayed,First,2025-07-03,338.89
7325,112,"James Peck",Female,52.0,Greece,2229,Frontier,7163,DFW,SFO,"2025-07-31 11:04:23","2025-07-31 13:04:23",Cancelled,Economy,2025-08-04,315.95
274,113,"Barbara Lindsey",Other,50,Anguilla,2680,United,3319,SEA,BOS,"2025-08-02 00:40:19","2025-08-02 02:40:19",Cancelled,First,2025-08-04,846.39
8171,113,"Barbara Lindsey",Other,50,Anguilla,2977,Southwest,535,JFK,ORD,"2025-07-27 15:13:17","2025-07-27 19:13:17",Delayed,Economy,2025-07-10,1267.16
9943,113,"Barbara Lindsey",Other,50,Anguilla,263,Delta,5617,BOS,ORD,"2025-07-31 05:38:42","2025-07-31 11:38:42",Delayed,Business,2025-08-14,200.67
3129,114,"Carlos Bryant",Male,50,"South Georgia and the South Sandwich Islands",2042,Southwest,6794,JFK,ORD,"2025-08-11 21:14:33","2025-08-11 23:14:33",Cancelled,Economy,2025-06-21,696.67
5037,114,"Carlos Bryant",Male,50,"South Georgia and the South Sandwich Islands",2047,Southwest,1096,DFW,DEN,"2025-07-21 09:57:39","2025-07-21 11:57:39",Cancelled,Economy,2025-08-11,109.54
2633,115,"Zachary Taylor",Other,67.0,Romania,2127,Frontier,6159,SEA,LAX,"2025-08-02 12:00:09","2025-08-02 16:00:09",Delayed,First,2025-07-13,1098.74
2980,115,"Zachary Taylor",Other,67.0,Romania,2031,Spirit,8824,JFK,DEN,"2025-08-11 05:36:01","2025-08-11 07:36:01",Cancelled,Business,2025-07-18,163.8
4675,116,"William Bates",Other,50,Barbados,615,Spirit,8873,SEA,ATL,"2025-07-25 06:44:19","2025-07-25 11:44:19",Delayed,First,2025-06-20,360.01
8803,116,"William Bates",Other,50,Barbados,2350,JetBlue,5291,SFO,ATL,"2025-07-29 01:44:23","2025-07-29 04:44:23","On Time",Business,2025-06-29,754.32
1058,117,"Brian Neal",Female,50,Venezuela,1997,Frontier,8305,DEN,SFO,"2025-07-28 17:59:28","2025-07-28 19:59:28",Cancelled,First,2025-06-26,225.68
7577,117,"Brian Neal",Female,50,Venezuela,1991,Frontier,6287,ORD,BOS,"2025-07-23 17:28:57","2025-07-23 20:28:57","On Time",Economy,2025-06-23,1353.84
7852,117,"Brian Neal",Female,50,Venezuela,697,United,1326,SEA,DEN,"2025-08-11 06:53:11","2025-08-11 09:53:11",Delayed,Business,2025-08-03,1147.92
8290,117,"Brian Neal",Female,50,Venezuela,727,JetBlue,9146,JFK,LAX,"2025-08-09 23:16:45","2025-08-10 03:16:45","On Time",Business,2025-08-11,993.41
9930,117,"Brian Neal",Female,50,Venezuela,2623,Frontier,7967,MIA,DFW,"2025-07-27 02:12:24","2025-07-27 05:12:24","On Time",Economy,2025-08-07,1097.43
167,118,"Nicole Davis",Male,53.0,Turkmenistan,260,Spirit,8431,DEN,JFK,"2025-08-06 04:11:16","2025-08-06 08:11:16",Delayed,Business,2025-07-17,292.79
8624,118,"Nicole Davis",Male,53.0,Turkmenistan,257,United,5561,LAX,ATL,"2025-08-16 15:07:29","2025-08-16 19:07:29",Delayed,Business,2025-07-28,178.25
512,119,"Sheryl Armstrong",Female,50,Chile,2338,Alaska,204,BOS,SFO,"2025-07-18 12:31:47","2025-07-18 14:31:47","On Time",First,2025-06-24,210.15
2339,120,"Tiffany Rogers",Male,78.0,Iran,1945,"American Airlines",4928,JFK,MIA,"2025-07-24 01:46:17","2025-07-24 03:46:17","On Time",Economy,2025-07-07,742.04
3764,120,"Tiffany Rogers",Male,78.0,Iran,916,Alaska,5998,SEA,MIA,"2025-08-09 08:23:41","2025-08-09 13:23:41","On Time",First,2025-07-10,1096.74
5091,120,"Tiffany Rogers",Male,78.0,Iran,2025,Alaska,9159,ATL,LAX,"2025-07-25 11:53:46","2025-07-25 13:53:46",Cancelled,Business,2025-07-25,119.46
6127,120,"Tiffany Rogers",Male,78.0,Iran,2229,Frontier,7163,DFW,SFO,"2025-07-31 11:04:23","2025-07-31 13:04:23",Cancelled,Economy,2025-07-14,1195.88
8505,120,"Tiffany Rogers",Male,78.0,Iran,1716,United,6674,JFK,DEN,"2025-08-13 22:06:25","2025-08-14 01:06:25","On Time",First,2025-06-21,1332.94
4099,121,"Tamara Greer",Male,72.0,Korea,2874,United,9606,LAX,DFW,"2025-08-09 01:23:48","2025-08-09 03:23:48",Cancelled,First,2025-07-18,1319.19
7996,121,"Tamara Greer",Male,72.0,Korea,719,JetBlue,1990,DEN,BOS,"2025-08-07 17:07:17","2025-08-07 19:07:17",Cancelled,Business,2025-07-14,245.6
2792,122,"Rhonda White",Other,50,Yemen,1274,Frontier,8052,MIA,SFO,"2025-08-08 13:17:38","2025-08-08 15:17:38",Cancelled,Economy,2025-08-06,966.71
6311,122,"Rhonda White",Other,50,Yemen,2532,JetBlue,4889,LAX,SFO,"2025-08-14 09:30:37","2025-08-14 15:30:37",Delayed,Economy,2025-07-30,1302.12
7144,122,"Rhonda White",Other,50,Yemen,2782,Frontier,4559,DEN,BOS,"2025-08-07 02:39:39","2025-08-07 06:39:39",Delayed,Business,2025-07-12,343.41
931,123,"Abigail Richards",Other,50,"El Salvador",1965,Delta,3459,MIA,ORD,"2025-08-09 19:58:15","2025-08-09 21:58:15",Cancelled,First,2025-06-28,1303.5
2462,123,"Abigail Richards",Other,50,"El Salvador",692,Delta,2240,SEA,MIA,"2025-08-05 02:30:47","2025-08-05 04:30:47",Delayed,Business,2025-07-29,703.3
2508,123,"Abigail Richards",Other,50,"El Salvador",1056,Delta,1275,JFK,ATL,"2025-08-16 19:35:51","2025-08-16 21:35:51",Cancelled,Business,2025-07-26,1007.54
5503,123,"Abigail Richards",Other,50,"El Salvador",1403,United,7902,ATL,MIA,"2025-08-08 05:26:50","2025-08-08 07:26:50",Delayed,First,2025-08-11,826.43
5681,123,"Abigail Richards",Other,50,"El Salvador",932,Alaska,1493,SFO,BOS,"2025-08-05 03:58:12","2025-08-05 05:58:12",Cancelled,Business,2025-07-07,1196.19
9891,123,"Abigail Richards",Other,50,"El Salvador",1020,JetBlue,7749,JFK,ORD,"2025-07-31 18:23:26","2025-07-31 20:23:26",Cancelled,First,2025-07-12,178.68
1644,124,"Jennifer Parks",Female,50,Uganda,1295,Frontier,2329,JFK,SEA,"2025-07-20 05:13:07","2025-07-20 07:13:07",Cancelled,Economy,2025-07-22,242.99
1788,124,"Jennifer Parks",Female,50,Uganda,459,"American Airlines",6803,SEA,ORD,"2025-07-30 16:58:19","2025-07-30 20:58:19","On Time",Economy,2025-07-02,1111.05
4116,124,"Jennifer Parks",Female,50,Uganda,1805,"American Airlines",3894,ATL,ORD,"2025-07-31 20:01:52","2025-07-31 22:01:52",Cancelled,Economy,2025-06-25,1490.06
4264,124,"Jennifer Parks",Female,50,Uganda,400,Delta,9221,BOS,ORD,"2025-08-07 08:12:30","2025-08-07 10:12:30",Cancelled,First,2025-06-30,457.73
6521,124,"Jennifer Parks",Female,50,Uganda,2536,Frontier,7193,DEN,JFK,"2025-07-25 04:28:28","2025-07-25 06:28:28",Cancelled,First,2025-07-15,611.22
603,125,"Robert Glass",Other,50,"United States of America",191,Southwest,7824,JFK,BOS,"2025-07-28 16:34:13","2025-07-28 18:34:13",Cancelled,First,2025-06-21,1025.41
1370,126,"Matthew Leon",Male,50,Colombia,2809,"American Airlines",9145,BOS,DFW,"2025-08-08 22:27:24","2025-08-09 01:27:24",Delayed,First,2025-08-12,502.35
3725,127,"Jack Ortiz",Other,52.0,Zambia,922,Alaska,1605,BOS,SFO,"2025-07-21 05:23:57","2025-07-21 11:23:57","On Time",Business,2025-08-08,605.72
5052,127,"Jack Ortiz",Other,52.0,Zambia,134,Frontier,7353,DFW,SEA,"2025-08-10 09:14:30","2025-08-10 11:14:30",Cancelled,Business,2025-07-01,574.55
5951,127,"Jack Ortiz",Other,52.0,Zambia,936,"American Airlines",1943,SFO,SEA,"2025-08-03 10:39:30","2025-08-03 14:39:30",Delayed,Business,2025-07-17,679.47
6540,127,"Jack Ortiz",Other,52.0,Zambia,1161,JetBlue,5756,SEA,MIA,"2025-07-19 14:43:25","2025-07-19 16:43:25",Cancelled,First,2025-08-09,941.33
7149,127,"Jack Ortiz",Other,52.0,Zambia,2457,Delta,8907,LAX,DEN,"2025-08-04 04:50:04","2025-08-04 08:50:04","On Time",First,2025-08-10,885.83
1842,128,"Elizabeth Beasley",Other,59.0,France,813,Southwest,2876,JFK,SFO,"2025-07-20 18:17:49","2025-07-20 20:17:49",Cancelled,Business,2025-07-12,206.58
2082,128,"Elizabeth Beasley",Other,59.0,France,281,Southwest,2452,DFW,SEA,"2025-07-25 06:06:39","2025-07-25 08:06:39",Cancelled,Economy,2025-07-18,1297.79
5562,128,"Elizabeth Beasley",Other,59.0,France,2828,Spirit,367,MIA,DFW,"2025-07-24 20:59:46","2025-07-24 22:59:46",Cancelled,Business,2025-06-30,447.44
5593,128,"Elizabeth Beasley",Other,59.0,France,2152,Alaska,7856,ATL,ORD,"2025-08-10 03:49:16","2025-08-10 05:49:16","On Time",Economy,2025-07-04,228.47
191,129,"Sean Anderson",Female,77.0,Ukraine,1712,"American Airlines",7127,ATL,ORD,"2025-08-15 14:29:26","2025-08-15 20:29:26","On Time",Economy,2025-07-08,763.47
2975,129,"Sean Anderson",Female,77.0,Ukraine,750,Delta,1289,DEN,BOS,"2025-07-29 15:19:46","2025-07-29 17:19:46",Delayed,Economy,2025-08-08,286.99
4019,129,"Sean Anderson",Female,77.0,Ukraine,2717,Alaska,4756,SFO,ATL,"2025-08-03 15:32:06","2025-08-03 18:32:06","On Time",Economy,2025-08-02,1182.64
7606,129,"Sean Anderson",Female,77.0,Ukraine,843,Delta,2993,SFO,MIA,"2025-07-29 20:32:56","2025-07-29 22:32:56",Cancelled,First,2025-08-14,221.01
7404,130,"Carrie Castillo MD",Other,50,"Equatorial Guinea",2933,United,4627,DEN,JFK,"2025-08-11 19:37:39","2025-08-11 21:37:39","On Time",Business,2025-07-31,243.09
7732,130,"Carrie Castillo MD",Other,50,"Equatorial Guinea",2592,Spirit,1389,DEN,MIA,"2025-08-02 20:52:39","2025-08-02 23:52:39",Delayed,Economy,2025-07-23,1426.25
8818,132,"Melissa Foster",Other,50,Austria,1330,Frontier,7539,DFW,JFK,"2025-07-25 00:27:15","2025-07-25 04:27:15","On Time",Business,2025-08-13,1276.3
9467,132,"Melissa Foster",Other,50,Austria,1287,Southwest,4244,MIA,SFO,"2025-08-11 03:40:14","2025-08-11 05:40:14",Cancelled,Economy,2025-07-10,1024.34
503,133,"Jose Smith",Male,50,Timor-Leste,2636,Alaska,3181,ATL,MIA,"2025-08-10 12:58:37","2025-08-10 14:58:37",Cancelled,First,2025-07-10,165.12
1351,133,"Jose Smith",Male,50,Timor-Leste,2103,"American Airlines",5794,SFO,ORD,"2025-08-03 18:33:47","2025-08-03 23:33:47",Delayed,Economy,2025-07-11,965.82
3796,133,"Jose Smith",Male,50,Timor-Leste,2272,"American Airlines",2868,DEN,SEA,"2025-07-20 16:33:33","2025-07-20 20:33:33","On Time",First,2025-07-17,486.81
5459,133,"Jose Smith",Male,50,Timor-Leste,2326,Alaska,9220,MIA,DFW,"2025-08-08 21:16:32","2025-08-08 23:16:32","On Time",First,2025-07-12,642.14
6488,133,"Jose Smith",Male,50,Timor-Leste,2373,United,9592,JFK,SEA,"2025-08-09 20:24:18","2025-08-09 22:24:18","On Time",First,2025-06-23,1142.41
8361,133,"Jose Smith",Male,50,Timor-Leste,322,Delta,8259,MIA,DFW,"2025-07-26 09:11:27","2025-07-26 13:11:27",Delayed,First,2025-08-10,274.52
34,134,"Dennis Mcintosh",Other,50,"Faroe Islands",552,Alaska,1624,JFK,DFW,"2025-07-31 14:50:11","2025-07-31 20:50:11",Delayed,Business,2025-06-24,588.11
2333,134,"Dennis Mcintosh",Other,50,"Faroe Islands",1975,Frontier,6118,DFW,SEA,"2025-08-13 08:39:03","2025-08-13 10:39:03",Cancelled,First,2025-07-10,110.21
2107,135,"Darren Reilly",Other,50,Bulgaria,2662,"American Airlines",7880,DFW,BOS,"2025-07-26 17:00:26","2025-07-26 19:00:26","On Time",Economy,2025-06-30,1383.59
4203,135,"Darren Reilly",Other,50,Bulgaria,660,United,5283,ORD,LAX,"2025-08-04 04:11:59","2025-08-04 09:11:59",Delayed,Economy,2025-07-08,1351.62
6235,135,"Darren Reilly",Other,50,Bulgaria,634,Delta,7578,JFK,SFO,"2025-08-16 05:05:25","2025-08-16 08:05:25",Delayed,First,2025-08-03,891.06
9872,135,"Darren Reilly",Other,50,Bulgaria,1908,Frontier,1812,DEN,ATL,"2025-07-23 06:40:01","2025-07-23 08:40:01",Cancelled,Economy,2025-07-14,1266.49
2617,136,"Bruce Rodriguez",Other,50,Benin,2621,Southwest,3064,DEN,ATL,"2025-08-08 05:10:23","2025-08-08 07:10:23",Cancelled,First,2025-07-24,305.41
2904,136,"Bruce Rodriguez",Other,50,Benin,1482,Delta,7015,DEN,ATL,"2025-08-07 23:32:55","2025-08-08 01:32:55",Cancelled,Business,2025-07-26,1258.13
2961,136,"Bruce Rodriguez",Other,50,Benin,1477,Frontier,3146,ATL,ORD,"2025-08-03 07:17:32","2025-08-03 09:17:32","On Time",Economy,2025-07-07,347.15
3384,136,"Bruce Rodriguez",Other,50,Benin,1043,"American Airlines",7394,ORD,DEN,"2025-08-03 10:32:21","2025-08-03 15:32:21","On Time",Economy,2025-07-01,165.22
4611,136,"Bruce Rodriguez",Other,50,Benin,317,Southwest,5769,MIA,DFW,"2025-07-18 15:32:27","2025-07-18 17:32:27",Delayed,Business,2025-08-01,1313.03
7102,136,"Bruce Rodriguez",Other,50,Benin,684,Alaska,7706,JFK,ORD,"2025-07-30 18:49:20","2025-07-30 21:49:20","On Time",First,2025-08-15,1024.33
7276,136,"Bruce Rodriguez",Other,50,Benin,2375,Spirit,5384,JFK,MIA,"2025-07-19 15:51:47","2025-07-19 20:51:47",Delayed,Business,2025-07-17,747.66
460,137,"Mr. Michael Evans DDS",Female,63.0,Azerbaijan,533,Delta,5167,ORD,LAX,"2025-07-29 15:57:26","2025-07-29 17:57:26",Cancelled,Business,2025-07-24,177.98
1249,137,"Mr. Michael Evans DDS",Female,63.0,Azerbaijan,1764,Spirit,1941,SEA,ORD,"2025-07-27 14:25:15","2025-07-27 16:25:15","On Time",Economy,2025-06-18,611.41
2489,137,"Mr. Michael Evans DDS",Female,63.0,Azerbaijan,1510,Alaska,6364,JFK,ATL,"2025-08-11 06:52:55","2025-08-11 11:52:55","On Time",Business,2025-06-21,1206.08
